Wilderness_Area,Id,Elevation,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Hillshade_3pm,Cover_Type,Soil_Type,Hillshade_Noon,Vertical_Distance_To_Hydrology,Slope,Horizontal_Distance_To_Hydrology,Hillshade_9am,Aspect
3,12005,2603,1209,741,223,6,33,224,44,27,95,136,292
3,12006,2626,1292,1350,192,6,33,221,29,19,67,167,316
4,12007,2217,182,319,25,3,1,169,155,32,212,247,87
1,12008,2775,283,819,90,5,30,195,129,20,277,230,57
3,12009,2824,1440,2334,119,1,13,230,0,11,0,240,120
3,12010,2567,912,1040,124,6,20,208,10,14,30,216,33
4,12011,2250,120,350,104,3,2,214,188,14,277,238,81
1,12012,3293,2497,2672,60,7,30,202,50,26,192,253,109
1,12013,2788,350,765,142,5,30,224,6,7,256,219,32
3,12014,2630,1573,1149,142,1,20,212,0,13,0,206,12
3,12015,2744,1075,751,193,6,33,211,185,23,400,155,321
1,12016,3387,2991,1974,179,1,39,245,11,7,342,205,250
1,12017,2776,300,757,78,5,30,203,127,20,285,246,89
3,12018,2770,1075,1630,225,2,28,247,246,28,511,150,245
3,12019,2612,1318,864,212,6,33,222,32,24,90,147,301
4,12020,2075,564,382,176,3,1,252,58,26,170,197,203
1,12021,3370,2727,2268,149,7,38,229,0,5,0,217,22
1,12022,3275,2419,2717,70,7,39,207,21,23,150,252,109
1,12023,2723,180,807,58,5,30,189,83,25,180,246,84
3,12024,2710,1041,1986,224,2,13,230,133,25,285,142,285
1,12025,3375,2743,2240,146,7,38,228,0,5,42,219,34
1,12026,3371,2629,2382,160,7,39,235,7,3,108,213,336
3,12027,2599,1071,912,111,6,20,190,10,21,30,207,28
3,12028,2636,1224,1959,175,6,13,194,49,26,124,152,336
4,12029,2009,67,738,174,3,17,224,6,13,30,189,330
4,12030,2016,277,391,70,4,10,169,10,27,30,217,47
4,12031,2078,450,331,65,3,1,211,59,34,85,244,144
4,12032,2077,484,467,214,3,1,251,50,22,134,170,246
1,12033,3379,2741,2236,127,7,39,220,3,10,60,226,55
1,12034,3376,2701,2282,146,7,38,228,0,5,0,219,34
1,12035,3349,2497,2546,103,7,39,223,56,15,277,245,113
1,12036,2676,90,830,43,5,30,189,43,29,90,253,103
1,12037,3379,2698,2278,141,7,39,227,3,6,30,221,42
1,12038,3345,2473,2563,103,7,39,224,45,16,255,245,117
1,12039,3299,2372,2713,58,7,39,192,16,25,134,248,91
3,12040,2647,1456,1719,180,6,13,202,34,24,90,156,332
3,12041,2651,1431,1745,141,6,13,195,32,21,60,187,3
1,12042,3381,2676,2297,136,7,39,224,3,7,42,223,48
1,12043,3319,2380,2679,103,7,39,221,36,14,150,243,103
1,12044,2801,390,582,108,5,30,219,5,13,324,240,91
3,12045,2594,1600,1574,215,6,13,200,66,32,108,116,309
4,12046,2024,600,446,154,4,17,202,0,19,0,183,353
3,12047,2659,1416,1771,126,6,13,191,0,21,0,196,15
4,12048,2087,242,680,213,3,1,222,82,24,182,146,300
4,12049,2025,573,459,194,4,17,219,0,20,0,163,316
4,12050,2041,612,474,146,4,10,185,17,25,30,170,356
4,12051,2027,553,497,123,4,17,212,0,13,0,222,42
4,12052,2110,323,626,161,3,1,233,82,5,134,210,342
1,12053,2697,153,708,39,5,30,181,65,29,124,250,93
1,12054,2680,124,732,40,5,30,183,48,29,95,250,93
3,12055,2697,1203,797,152,2,33,194,100,23,175,175,353
3,12056,2670,1434,1758,138,6,13,193,0,21,0,187,5
4,12057,2024,573,484,192,4,17,212,0,22,0,157,321
3,12058,2711,1261,1831,125,1,20,235,0,12,0,238,135
4,12059,2023,552,510,161,4,17,187,0,27,0,158,345
4,12060,2029,573,511,175,4,10,185,0,30,0,140,336
4,12061,2033,514,564,103,4,10,192,10,20,42,217,39
4,12062,2105,306,618,180,3,1,252,77,13,120,206,216
1,12063,3416,2695,2270,138,7,40,229,40,5,234,226,67
1,12064,3388,2568,2399,135,7,39,227,10,6,150,227,66
1,12065,2791,420,469,120,5,30,233,-6,13,384,240,134
1,12066,2779,360,509,94,5,30,222,147,18,330,248,121
1,12067,2679,120,700,44,5,30,186,47,28,90,251,95
3,12068,2968,1752,2323,158,2,32,235,25,2,242,215,346
4,12069,2194,134,295,131,3,2,234,-1,8,30,235,126
4,12070,2039,531,543,137,4,10,169,19,30,42,159,358
4,12071,1889,120,759,108,6,1,185,23,22,150,205,28
1,12072,3286,2172,2839,136,7,39,215,0,11,42,215,26
1,12073,3085,1558,1187,138,1,29,224,-97,7,437,221,40
1,12074,2692,153,659,50,5,30,192,60,27,124,252,99
3,12075,2596,1756,1422,199,6,13,212,41,24,95,150,316
4,12076,1927,95,666,116,6,5,147,78,36,120,149,4
1,12077,3372,2382,2597,121,7,38,229,38,10,242,238,112
3,12078,2900,1847,1626,176,5,33,247,14,7,180,208,233
3,12079,2760,1379,1879,183,6,13,202,7,24,124,155,330
3,12080,2786,1279,2021,161,6,13,205,-15,19,192,180,348
1,12081,3287,1922,2415,134,1,39,221,96,9,339,221,41
1,12082,2777,400,426,97,5,30,219,73,16,295,246,106
3,12083,2941,1318,2391,169,2,33,218,16,14,67,188,339
4,12084,2191,162,342,110,3,2,222,8,13,30,241,100
4,12085,1899,124,819,151,6,5,195,43,22,153,178,355
1,12086,2766,379,433,96,5,30,217,62,16,255,245,103
3,12087,2585,1124,1236,247,2,28,224,40,38,67,99,266
3,12088,2893,1867,1560,186,5,23,249,7,10,124,201,240
3,12089,2898,1910,1598,167,5,23,246,12,7,120,216,207
3,12090,2906,1976,1657,191,5,23,251,20,13,124,196,235
3,12091,2771,1266,618,85,6,33,163,141,29,256,197,30
4,12092,2039,450,633,204,3,17,245,0,15,30,180,267
4,12093,2081,270,488,13,3,1,158,53,35,175,244,84
4,12094,1925,182,779,155,6,5,197,74,22,210,176,352
1,12095,2778,446,366,104,5,30,223,44,15,256,244,111
1,12096,2748,335,470,92,5,30,214,44,17,192,245,98
1,12097,2728,283,524,77,5,30,206,49,20,162,248,97
3,12098,2875,930,2132,129,1,33,228,-2,8,108,232,90
3,12099,2848,930,2130,77,2,33,210,35,21,95,250,107
3,12100,2817,1423,1507,101,2,24,190,61,21,212,216,39
3,12101,2739,1614,1622,173,6,13,215,13,17,67,179,335
4,12102,2181,216,404,133,3,2,233,2,7,30,233,116
4,12103,2097,301,492,91,3,1,204,64,18,170,238,74
4,12104,1922,218,659,62,6,1,165,43,29,108,219,50
4,12105,1953,180,916,54,6,5,145,98,34,182,201,41
1,12106,2919,1124,430,77,5,30,197,92,21,382,241,77
3,12107,2879,1889,1495,197,5,23,250,-6,14,85,189,247
3,12108,2757,1200,524,70,6,24,181,84,25,175,230,59
4,12109,2030,484,631,132,4,17,226,0,7,0,228,70
4,12110,1954,210,927,55,6,1,155,99,32,218,213,47
4,12111,1959,240,842,110,6,5,153,108,34,270,164,10
1,12112,2814,636,192,124,5,29,232,27,10,212,238,120
3,12113,2795,1510,1805,190,6,13,215,0,21,0,162,321
4,12114,2104,313,458,75,3,1,184,67,23,180,230,59
4,12115,1932,240,743,224,6,1,247,10,26,30,154,251
3,12116,2826,1800,1323,170,5,23,253,37,19,90,210,199
3,12117,2732,1764,1480,184,6,13,211,20,21,216,165,328
3,12118,2750,1719,1537,202,6,13,213,16,24,170,147,314
4,12119,2077,301,875,164,6,5,188,228,27,330,156,344
1,12120,2874,997,256,82,5,29,205,47,19,216,244,87
1,12121,2753,390,400,98,5,30,215,19,15,108,243,93
1,12122,2714,270,518,79,5,30,203,10,20,42,244,86
3,12123,2697,1448,1095,189,5,23,246,2,10,60,196,259
3,12124,2879,1956,1425,204,5,23,249,-6,16,60,182,255
3,12125,2834,1431,1995,152,6,31,218,27,12,162,203,1
4,12126,2046,532,626,52,4,1,189,13,26,30,249,91
4,12127,1972,210,558,90,6,1,190,12,21,162,224,50
4,12128,2000,300,875,111,6,1,211,78,13,240,230,61
4,12129,2079,330,908,193,6,5,189,230,32,360,126,324
1,12130,2941,1173,424,68,5,30,203,114,23,335,251,101
1,12131,2811,660,134,113,5,29,223,24,12,124,239,96
1,12132,2759,420,365,104,5,30,221,20,14,95,243,104
1,12133,2736,330,454,84,5,30,206,2,19,60,244,88
1,12134,2704,240,543,78,5,30,202,0,20,0,245,87
1,12135,2692,210,573,71,5,30,198,0,22,0,245,86
3,12136,2734,1632,1120,202,5,23,248,7,15,30,184,255
3,12137,2877,1998,1423,181,5,23,249,-4,9,42,205,233
3,12138,2835,1507,1900,165,6,31,213,33,16,108,185,344
4,12139,2079,175,573,90,3,10,153,62,33,108,181,22
4,12140,2159,350,430,237,3,10,232,144,31,283,125,271
4,12141,1995,330,834,209,6,1,252,73,22,210,175,238
4,12142,2033,361,953,157,6,5,159,182,36,390,125,344
4,12143,1905,120,1025,75,3,3,196,38,21,90,241,77
1,12144,2925,1142,391,79,5,30,212,98,21,295,250,110
1,12145,2777,510,272,114,5,30,228,-3,13,90,242,118
1,12146,2704,240,541,80,5,30,207,0,20,0,247,95
3,12147,2642,1358,1020,220,5,23,243,-10,22,42,158,267
4,12148,2112,366,408,237,3,10,232,82,30,180,127,271
4,12149,1977,60,134,0,3,1,140,23,41,30,241,87
4,12150,2093,390,977,193,6,5,182,29,34,362,117,325
4,12151,1973,270,1012,42,3,3,176,106,29,240,243,80
1,12152,3059,1173,810,100,1,29,211,232,15,696,238,77
1,12153,2852,990,210,95,5,29,223,25,19,127,248,126
1,12154,2712,270,510,81,5,30,213,0,21,0,250,112
3,12155,2593,1298,997,211,5,28,233,0,20,0,161,290
3,12156,2853,1968,1298,202,5,23,243,0,15,0,180,274
3,12157,2887,2083,1421,180,5,23,249,3,9,30,205,231
4,12158,2010,390,886,212,6,1,238,88,19,301,165,280
4,12159,2096,420,1012,207,6,5,209,32,27,350,137,312
1,12160,2856,1015,242,69,5,29,208,29,24,134,253,114
1,12161,2695,242,541,71,5,30,211,-16,24,42,253,119
3,12162,2695,1528,977,197,5,23,244,6,13,30,186,269
3,12163,2827,1922,1200,196,5,23,240,29,13,60,184,283
3,12164,2840,1706,1677,165,6,13,207,45,19,201,179,344
4,12165,2106,450,1001,164,6,5,166,42,35,382,127,341
1,12166,2851,1006,247,78,5,29,211,24,21,124,251,110
3,12167,2805,1914,1140,206,5,33,250,33,18,90,180,249
3,12168,2864,2052,1294,194,5,23,249,11,13,60,193,248
3,12169,2882,2148,1403,184,5,23,242,-1,9,85,197,276
4,12170,2118,408,361,144,6,10,198,15,20,42,187,1
4,12171,2043,671,691,80,4,1,216,7,23,30,251,123
4,12172,2047,459,949,224,6,1,245,-10,24,382,155,260
4,12173,2158,481,1054,178,6,2,229,94,11,247,191,320
1,12174,2827,882,150,125,5,29,227,0,9,0,234,93
1,12175,2801,713,108,126,5,29,230,4,9,42,236,110
1,12176,2736,430,371,102,5,30,221,0,15,0,244,106
1,12177,2717,342,459,98,5,30,222,-21,17,60,247,115
4,12178,2038,685,690,118,4,1,228,0,11,0,239,110
4,12179,2043,633,630,198,3,17,221,7,20,30,161,311
4,12180,2001,228,426,102,6,1,202,16,17,67,228,54
4,12181,1986,371,551,136,6,10,199,14,19,42,196,10
4,12182,2145,510,1061,218,6,1,250,81,24,228,164,247
4,12183,2160,514,1033,141,6,2,240,96,8,212,231,148
4,12184,2068,384,930,20,3,3,182,169,38,382,252,122
1,12185,2803,731,124,130,5,29,231,-2,7,30,233,105
1,12186,2794,646,170,128,5,30,224,0,8,0,229,69
1,12187,2769,537,268,99,5,30,214,-11,15,60,241,86
1,12188,2688,295,524,56,5,30,203,-43,28,108,254,120
3,12189,2894,1150,1189,212,2,13,224,107,23,268,149,300
3,12190,2857,1806,1604,188,6,13,229,62,14,306,181,311
4,12191,2160,175,600,71,3,1,211,11,25,30,252,121
4,12192,2044,726,664,88,4,1,215,0,19,0,248,107
4,12193,2038,700,691,154,4,17,233,0,3,0,217,15
4,12194,2139,351,212,104,3,10,147,174,35,295,160,11
4,12195,2028,150,42,50,3,1,162,71,30,108,225,57
1,12196,3154,1090,1299,136,2,29,236,-12,7,295,232,130
1,12197,2795,636,192,125,5,30,226,-1,9,30,233,87
1,12198,2784,579,234,106,5,30,223,-7,14,67,243,107
3,12199,2897,2202,1392,176,5,31,245,19,6,180,207,243
3,12200,2842,871,234,138,2,33,188,-28,23,450,182,3
3,12201,2725,1116,713,152,2,33,193,9,23,42,174,353
4,12202,2029,127,108,118,3,10,162,64,31,95,168,8
3,12203,2892,2215,1350,182,5,31,245,27,8,201,202,259
4,12204,2068,853,309,129,4,1,241,13,25,30,228,170
4,12205,2046,150,127,136,3,10,174,97,29,124,165,360
1,12206,2858,900,277,102,5,30,202,29,17,85,228,54
3,12207,2898,2173,1357,185,5,31,235,33,11,240,190,303
4,12208,2175,573,218,180,6,10,204,46,23,180,159,332
4,12209,2062,849,268,105,4,1,230,7,20,30,245,141
4,12210,2055,872,295,143,4,1,243,0,10,0,231,162
4,12211,2057,942,379,173,4,17,253,0,19,0,208,202
4,12212,2016,470,560,78,6,10,168,40,28,150,210,40
4,12213,2017,601,853,197,6,1,241,-40,13,351,183,281
1,12214,2832,819,256,100,5,29,209,9,15,60,237,73
1,12215,2809,671,247,103,5,30,222,-1,15,90,244,110
3,12216,2639,1416,1203,174,6,20,223,0,13,0,188,331
4,12217,2070,916,488,159,4,1,248,9,28,30,206,192
4,12218,2075,234,242,128,3,10,171,53,29,150,170,4
4,12219,2190,603,212,85,6,10,175,60,26,240,212,39
4,12220,2067,834,190,48,4,1,192,8,28,30,253,103
4,12221,2054,932,484,160,4,17,251,0,18,0,218,189
4,12222,2048,882,543,118,4,1,235,2,16,42,241,142
4,12223,1978,150,108,151,3,10,154,91,37,134,124,346
4,12224,2061,426,459,163,6,10,183,43,29,67,151,344
1,12225,2754,543,350,68,5,30,212,-48,29,175,250,134
1,12226,2731,484,384,80,5,30,219,83,30,201,245,145
3,12227,2700,1734,721,188,5,31,239,0,10,0,192,288
4,12228,2046,924,511,143,4,17,234,0,4,0,226,104
1,12229,2845,780,376,108,5,30,232,22,20,175,244,144
1,12230,2792,691,331,90,5,30,224,-30,24,162,248,139
4,12231,2271,553,390,99,3,2,203,148,17,242,232,61
4,12232,2061,872,180,89,4,1,214,0,18,0,247,103
4,12233,2085,785,674,220,3,10,214,6,29,42,128,300
4,12234,2071,424,391,196,6,10,187,26,33,30,121,323
4,12235,2098,488,481,124,6,10,174,-3,28,108,177,8
1,12236,2850,751,509,151,5,30,246,23,11,319,226,175
1,12237,2842,750,417,122,5,30,238,19,17,216,239,152
1,12238,2800,750,361,101,5,30,229,-22,21,180,246,139
3,12239,2732,1910,741,182,5,31,239,0,8,0,197,292
3,12240,2985,1597,1794,122,2,32,234,14,12,67,239,133
4,12241,2236,210,573,142,2,10,185,56,25,120,174,359
4,12242,2266,570,541,160,3,2,193,69,24,134,166,347
4,12243,2025,150,361,0,3,1,126,90,46,120,239,92
4,12244,2086,446,390,196,6,10,185,26,33,30,118,323
3,12245,2734,1931,716,180,5,31,235,6,9,30,195,307
4,12246,2157,360,301,65,6,10,165,105,29,300,216,47
4,12247,2021,134,391,102,3,10,151,100,34,108,168,14
1,12248,2796,693,430,115,5,30,234,-26,18,240,242,145
3,12249,2963,402,1530,118,2,32,218,22,11,108,231,66
4,12250,2245,661,0,92,6,2,193,115,20,390,226,52
4,12251,2224,571,90,114,6,2,205,103,15,400,221,43
4,12252,2060,933,201,116,4,1,224,3,11,30,238,97
1,12253,3344,4068,2044,179,7,38,254,117,20,730,203,207
3,12254,2708,1273,722,110,5,31,222,12,12,60,240,99
3,12255,2784,1074,938,136,2,31,183,161,25,319,178,3
4,12256,2233,309,582,236,3,10,230,139,30,153,125,276
4,12257,2126,933,641,109,3,10,136,41,39,85,142,5
4,12258,2144,616,547,63,6,10,137,-36,37,124,184,30
3,12259,2763,2100,743,168,5,31,232,5,7,42,203,326
3,12260,2941,404,1492,102,2,33,203,0,16,0,229,57
4,12261,2064,934,192,133,4,1,236,0,8,0,234,130
4,12262,2137,745,700,136,6,10,165,-43,32,247,153,357
1,12263,3303,4315,1931,173,7,38,251,76,12,671,211,208
1,12264,2781,600,532,117,5,30,236,75,20,277,240,153
3,12265,2763,2122,722,176,5,31,234,5,8,67,198,313
3,12266,2782,2228,841,182,5,31,246,0,8,0,202,252
4,12267,2226,437,256,99,6,2,195,176,19,371,223,47
4,12268,2283,722,485,133,3,2,220,60,9,283,222,43
4,12269,2069,957,216,184,4,17,221,0,17,0,175,323
4,12270,2153,858,708,193,3,10,205,0,25,0,148,322
3,12271,2719,1866,497,205,2,31,238,-8,16,228,173,285
3,12272,2781,2249,824,164,5,31,230,0,7,0,204,339
3,12273,2787,2271,849,200,5,31,241,0,14,0,181,281
4,12274,2110,192,553,79,6,10,159,60,30,127,198,32
4,12275,2070,960,228,176,4,17,231,0,10,0,195,319
4,12276,2080,979,242,208,4,17,221,16,23,30,150,305
4,12277,2051,228,513,32,3,1,182,132,31,210,253,102
4,12278,1993,150,300,240,3,10,197,96,41,127,78,291
4,12279,2195,636,513,210,6,10,187,14,36,30,105,314
4,12280,2174,785,713,161,6,10,176,-6,31,240,144,344
1,12281,2760,540,589,121,5,30,239,54,22,218,236,161
1,12282,2743,553,571,117,5,30,237,37,21,268,239,154
3,12283,2807,2281,886,209,5,31,244,9,17,30,173,268
3,12284,2819,2254,912,217,5,31,248,11,22,42,165,254
3,12285,2858,787,1667,108,2,24,215,0,13,0,236,75
4,12286,2307,780,680,125,3,2,203,19,16,150,210,25
4,12287,2074,966,247,111,4,17,218,4,12,30,236,80
4,12288,2183,895,745,147,3,10,173,17,30,30,153,352
4,12289,2005,150,551,230,3,4,227,20,29,30,130,284
1,12290,3246,2423,2885,168,2,29,247,3,7,30,215,209
1,12291,2759,510,671,152,5,30,249,41,20,182,221,183
1,12292,2756,510,646,135,5,30,244,50,22,180,228,172
3,12293,2840,2187,953,220,5,19,238,17,22,60,156,276
3,12294,2870,2106,1036,206,2,19,246,-10,16,67,178,264
3,12295,2983,595,1598,158,2,24,206,102,18,376,184,351
4,12296,2327,566,551,209,3,10,210,-2,27,201,137,310
4,12297,2136,1124,382,211,3,1,252,52,26,95,169,232
4,12298,2059,234,454,79,3,10,133,133,38,162,165,20
4,12299,2247,721,591,110,6,10,177,66,25,95,193,20
1,12300,2743,480,664,135,5,30,244,37,20,150,231,169
1,12301,2738,480,648,132,5,30,242,32,19,162,233,165
3,12302,2938,1772,1368,179,5,19,239,3,7,30,199,291
3,12303,3020,134,1296,113,2,32,211,29,13,124,228,55
3,12304,2892,534,469,149,2,31,198,30,21,201,183,357
4,12305,2207,319,811,180,3,10,207,167,22,277,164,331
4,12306,2080,1015,306,90,4,10,187,11,22,42,221,47
4,12307,2099,339,424,124,3,10,160,48,33,268,159,3
4,12308,2003,210,484,137,4,10,191,0,22,0,185,5
4,12309,2117,297,295,226,3,10,203,222,34,277,106,300
4,12310,2254,722,577,193,6,10,203,58,26,85,145,323
1,12311,3277,4283,2058,162,7,23,247,50,8,524,219,194
1,12312,3193,1087,2431,71,1,29,214,39,28,660,250,135
3,12313,2841,2187,902,203,5,33,222,0,21,0,157,307
4,12314,2210,339,830,203,3,10,243,162,15,297,179,272
4,12315,2072,1074,351,100,4,17,202,-1,17,42,229,56
4,12316,2320,658,573,16,3,6,152,30,35,256,236,74
4,12317,2078,256,408,64,4,10,166,49,29,95,218,49
3,12318,2870,2093,977,198,5,19,241,0,13,0,183,280
4,12319,2093,216,834,212,3,1,241,48,18,210,168,274
4,12320,2283,488,726,201,3,10,218,-29,22,382,154,311
4,12321,2417,931,631,130,3,10,187,38,23,95,187,9
4,12322,2100,295,371,47,4,10,173,56,28,108,238,71
4,12323,2083,285,379,33,4,10,177,39,30,85,249,90
4,12324,2039,270,450,186,3,10,186,23,31,30,131,329
3,12325,2855,2160,882,189,5,33,219,23,19,60,168,320
4,12326,2095,228,636,86,4,4,222,0,29,0,243,148
4,12327,2073,1158,430,169,4,17,225,0,11,0,195,336
4,12328,2286,870,726,108,6,6,161,105,31,234,175,14
4,12329,2277,900,832,149,6,10,187,96,25,335,169,354
3,12330,3031,513,966,211,2,32,242,11,18,85,169,274
3,12331,2836,1259,1674,167,1,24,195,38,25,124,162,342
4,12332,2087,1165,446,54,4,17,169,14,28,30,229,61
4,12333,2290,914,725,192,3,10,223,0,18,0,170,315
4,12334,2290,900,845,143,6,10,197,92,20,330,187,2
4,12335,2018,330,404,107,3,6,195,49,19,170,217,38
4,12336,2087,309,571,129,4,14,236,0,11,0,237,138
4,12337,2157,270,618,236,3,10,193,73,41,108,80,295
4,12338,2090,1190,474,0,4,17,184,12,28,30,250,92
4,12339,2165,417,270,10,4,3,162,114,36,153,248,93
4,12340,2052,361,324,185,4,3,227,0,14,0,182,316
4,12341,2136,484,685,164,3,10,215,-3,15,297,189,345
1,12342,3299,3695,2512,172,1,23,250,77,10,552,212,210
3,12343,3018,212,503,103,2,33,206,51,16,150,231,61
4,12344,2092,366,541,119,4,4,236,0,17,0,240,147
4,12345,2154,430,900,221,3,1,249,109,27,390,157,242
4,12346,2337,757,510,73,3,6,183,47,24,212,230,59
4,12347,2165,443,240,8,4,3,159,114,36,150,247,90
4,12348,2137,408,811,124,3,10,200,92,17,379,208,24
4,12349,2345,849,579,196,3,6,227,55,17,134,171,307
4,12350,2236,534,242,41,4,3,168,185,30,270,237,71
4,12351,2217,516,228,34,4,3,173,166,30,240,246,84
4,12352,2123,446,218,3,4,3,158,72,37,90,248,94
4,12353,2053,424,258,105,4,3,210,0,15,0,233,66
4,12354,2160,618,626,0,3,6,156,-11,37,330,246,90
4,12355,2121,379,484,192,3,10,222,33,18,85,169,315
4,12356,2206,360,551,245,3,10,227,120,36,192,106,267
4,12357,2144,433,792,116,3,10,196,86,19,408,210,29
4,12358,2216,541,201,20,4,3,172,144,34,242,251,98
4,12359,2177,510,182,20,4,3,177,126,34,182,253,106
4,12360,2156,497,180,18,4,3,176,105,35,153,253,108
4,12361,2136,485,182,20,4,3,177,85,35,124,254,108
4,12362,2115,474,190,13,4,3,170,64,36,95,252,104
4,12363,2171,509,771,84,3,10,173,49,26,150,210,39
4,12364,2198,664,677,20,3,6,174,26,34,283,252,102
4,12365,2278,700,859,231,3,1,243,-51,34,510,134,244
4,12366,2198,1410,674,224,3,10,214,125,30,201,123,297
4,12367,2273,618,234,35,4,3,184,195,31,309,253,103
4,12368,2212,566,175,10,4,3,165,140,36,228,250,98
4,12369,2064,484,212,96,4,3,208,10,16,42,238,76
4,12370,2146,484,390,202,3,10,228,82,19,150,165,303
1,12371,3286,3674,2605,166,1,23,246,65,6,467,216,207
3,12372,2732,1050,1423,142,6,20,227,3,6,30,220,39
4,12373,2111,661,534,153,4,4,235,0,2,0,219,34
4,12374,2109,638,516,157,4,4,240,0,2,0,219,188
4,12375,2111,616,499,178,4,4,252,0,14,0,208,211
4,12376,2111,534,446,123,4,14,229,0,9,0,236,105
4,12377,2075,1317,618,198,4,17,233,0,16,0,174,298
4,12378,2318,700,295,24,4,3,184,231,36,376,253,120
4,12379,2300,680,268,26,4,3,186,213,37,351,252,124
4,12380,2266,642,216,49,4,3,200,188,31,295,253,124
4,12381,2120,541,124,26,4,3,181,52,33,108,254,108
4,12382,2170,532,547,126,3,6,189,89,22,242,193,14
4,12383,2351,918,547,144,4,6,238,57,5,216,227,135
4,12384,2352,872,488,198,4,6,253,58,17,255,189,235
4,12385,2137,579,90,0,4,3,168,65,36,124,251,100
1,12386,3269,3874,2529,174,7,23,252,43,15,277,210,205
3,12387,2970,361,782,101,5,32,230,57,23,242,244,146
3,12388,2741,1047,1476,202,6,20,239,0,15,0,176,284
4,12389,2120,792,576,148,4,14,234,0,2,0,222,79
4,12390,2170,524,361,173,3,10,176,65,33,108,131,337
4,12391,2078,1328,663,129,4,1,232,0,8,0,235,114
4,12392,2353,960,573,128,4,6,232,59,9,228,236,117
4,12393,2180,631,85,7,4,3,168,108,38,162,252,107
4,12394,2133,607,60,0,4,3,172,61,35,108,252,102
3,12395,2820,849,1307,47,5,13,195,74,29,175,254,111
4,12396,2248,518,582,53,3,10,167,164,29,446,227,59
4,12397,2259,750,242,43,4,3,198,159,35,283,251,131
4,12398,2199,685,124,64,4,3,210,121,31,212,250,135
4,12399,2174,577,684,238,3,10,238,71,32,95,128,259
4,12400,2139,933,648,125,4,14,232,0,10,0,237,119
4,12401,2136,955,641,145,4,14,229,0,5,0,220,41
4,12402,2207,569,300,150,3,10,175,99,30,170,153,351
4,12403,2255,540,366,185,3,10,172,163,36,309,113,329
4,12404,2379,1068,660,88,4,6,220,85,21,270,250,126
4,12405,2359,1045,630,33,4,6,189,65,34,272,254,120
4,12406,2342,1022,600,69,4,6,213,48,29,277,250,134
4,12407,2332,933,480,204,4,6,253,38,26,324,175,225
4,12408,2258,792,270,39,4,3,194,158,34,277,253,124
4,12409,2176,698,90,61,4,3,208,98,29,175,252,129
4,12410,2141,674,30,18,4,3,175,63,35,120,253,108
4,12411,2120,664,0,21,4,3,178,48,34,90,254,107
4,12412,2085,648,60,50,4,3,194,13,27,30,253,103
4,12413,2178,636,390,202,3,10,221,114,21,216,157,309
4,12414,2278,811,713,171,3,6,246,68,6,350,212,222
4,12415,2058,331,361,50,3,6,202,49,35,85,248,137
3,12416,2771,1782,371,142,1,31,239,47,7,216,230,146
3,12417,2922,430,942,132,5,13,243,67,22,212,230,169
4,12418,2151,966,658,136,3,10,187,17,23,60,182,4
4,12419,2328,1307,930,147,4,2,242,34,7,404,228,160
4,12420,2376,1110,691,175,4,6,251,82,11,301,210,213
4,12421,2347,1064,631,27,4,6,186,53,36,301,253,122
4,12422,2343,912,421,156,4,6,249,232,14,361,223,184
4,12423,2333,892,391,54,4,6,197,222,26,339,253,106
4,12424,2292,853,331,4,4,3,162,188,38,297,251,101
4,12425,2190,752,153,64,4,3,210,99,29,190,252,131
4,12426,2153,713,67,59,4,3,203,75,27,134,254,116
4,12427,2081,677,67,76,4,3,207,9,21,30,249,100
4,12428,2076,671,95,165,4,3,235,0,4,0,209,324
4,12429,2012,240,277,101,4,6,230,3,27,30,239,155
4,12430,2005,210,247,107,4,6,232,1,28,30,236,159
1,12431,3260,4308,2419,117,7,38,214,33,12,218,228,58
3,12432,2970,1560,1325,186,2,31,248,106,10,484,200,247
3,12433,2770,859,1406,66,5,13,205,24,24,90,253,110
4,12434,2147,918,731,125,4,14,238,0,15,0,238,150
4,12435,2081,1438,782,150,4,17,222,0,9,0,209,7
4,12436,2328,1348,962,129,4,2,232,34,8,446,234,113
4,12437,2319,1298,902,142,4,2,246,25,17,408,229,171
4,12438,2322,1224,812,178,4,2,253,28,17,362,206,208
4,12439,2369,1129,693,142,4,6,245,75,15,331,230,168
4,12440,2336,1084,633,28,4,3,187,42,36,331,253,123
4,12441,2319,1062,603,60,4,3,208,25,31,335,251,132
4,12442,2302,1018,543,133,4,3,243,8,21,351,231,169
4,12443,2334,914,395,67,4,6,206,223,24,319,253,111
4,12444,2192,793,190,57,4,3,204,92,29,175,254,122
4,12445,2116,721,60,20,4,3,174,38,34,67,252,101
4,12446,2291,858,771,154,3,6,197,81,22,323,178,353
4,12447,2244,990,960,50,3,6,196,15,28,30,254,108
4,12448,2214,930,964,67,4,6,195,0,23,0,245,84
4,12449,2182,840,875,44,4,5,161,0,31,0,228,61
4,12450,2009,270,313,113,4,6,230,0,14,0,243,128
4,12451,1996,210,256,109,4,6,221,0,13,0,240,96
3,12452,2884,1214,1269,193,2,32,226,0,17,636,172,311
3,12453,2903,351,957,126,5,13,240,48,18,175,237,158
3,12454,2791,792,1374,52,5,13,198,36,27,134,254,110
4,12455,2143,924,769,151,4,14,235,-14,2,30,221,67
4,12456,2105,1397,824,109,4,1,231,0,17,0,244,136
